Job Title,Job Location,Company,Estimate Base Salary,Low Estimate,High Estimate,Company Size,Company Type,Company Sector,Company Founded,Company Industry,Company Revenue,Company Rating,Company Friend Reccomendation,Company CEO Approval,Companny Number of Rater,Company Career Opportinities,Compensation and Benefits,Company Culture and Values,Company Senior Management,Company Work Life Balance,Country,State,python_yn,r_yn,sql_yn,java_yn,julia_yn,scala_yn,c_yn,c++_yn,javascript_yn,spark_yn,hadoop_yn,matlab_yn,sas_yn,git_yn,excel_yn,nosql_yn,aws_yn,mongodb_yn,cassandra_yn,hive_yn,bigml_yn,tableau_yn,powerbi_yn,nlp_yn,pytorch_yn,tensorflow_yn,mathematic_yn,statistic_yn
Clinical Research Associate,Mulgrave,Bristol Myers Squibb,96555,79000,118000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,1858.0,Biotech & Pharmaceuticals,$10+ billion (USD),3.9,76.0,82.0,1165.0,3.6,3.9,3.8,3.5,3.7,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Assistant,Melbourne,Alfred Health,62718,62000,63000,5001 to 10000 Employees,Hospital,Healthcare,1871.0,Healthcare Services & Hospitals,Unknown / Non-Applicable,4.2,93.0,77.0,28.0,4.0,3.6,4.1,4.0,4.0,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,ANZ Banking Group,115631,94000,143000,10000+ Employees,Company - Public,Finance,1835.0,Banking & Lending,Unknown / Non-Applicable,4.1,85.0,86.0,1596.0,3.9,3.7,4.1,3.7,4.0,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,ANZ Banking Group,115631,94000,143000,10000+ Employees,Company - Public,Finance,1835.0,Banking & Lending,Unknown / Non-Applicable,4.1,85.0,86.0,1596.0,3.9,3.7,4.1,3.7,4.0,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,ANZ Banking Group,115631,94000,143000,10000+ Employees,Company - Public,Finance,1835.0,Banking & Lending,Unknown / Non-Applicable,4.1,85.0,86.0,1596.0,3.9,3.7,4.1,3.7,4.0,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Australia,Indeed,183000,149000,217000,5001 to 10000 Employees,Company - Private,Information Technology,2004.0,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,94.0,1020.0,4.1,4.3,4.5,4.1,4.5,Australia,Victoria,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Australia,Indeed,183000,149000,217000,5001 to 10000 Employees,Company - Private,Information Technology,2004.0,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,94.0,1020.0,4.1,4.3,4.5,4.1,4.5,Australia,Victoria,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC Analyst,Melbourne,Seqirus A CSL Company,109138,94000,126000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,2015.0,Biotech & Pharmaceuticals,Less than $1 million (USD),3.8,72.0,92.0,75.0,3.5,3.7,3.7,3.4,3.7,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Australia,Indeed,183000,149000,217000,5001 to 10000 Employees,Company - Private,Information Technology,2004.0,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,94.0,1020.0,4.1,4.3,4.5,4.1,4.5,Australia,Victoria,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,Telstra,116663,95000,144000,10000+ Employees,Company - Public,Telecommunications,1901.0,Telecommunications Services,$10+ billion (USD),3.9,79.0,79.0,1263.0,3.6,3.8,3.9,3.4,4.2,Australia,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,Telstra,116663,95000,144000,10000+ Employees,Company - Public,Telecommunications,1901.0,Telecommunications Services,$10+ billion (USD),3.9,79.0,79.0,1263.0,3.6,3.8,3.9,3.4,4.2,Australia,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,Telstra,116663,95000,144000,10000+ Employees,Company - Public,Telecommunications,1901.0,Telecommunications Services,$10+ billion (USD),3.9,79.0,79.0,1263.0,3.6,3.8,3.9,3.4,4.2,Australia,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Associate,Melbourne,"Medpace, Inc.",67053,59000,76000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,1992.0,Biotech & Pharmaceuticals,$100 to $500 million (USD),3.3,61.0,51.0,401.0,3.4,2.9,3.2,3.0,3.1,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Assistant,Melbourne,Alfred Health,62718,62000,63000,5001 to 10000 Employees,Hospital,Healthcare,1871.0,Healthcare Services & Hospitals,Unknown / Non-Applicable,4.2,93.0,77.0,28.0,4.0,3.6,4.1,4.0,4.0,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Assistant,Melbourne,Alfred Health,62718,62000,63000,5001 to 10000 Employees,Hospital,Healthcare,1871.0,Healthcare Services & Hospitals,Unknown / Non-Applicable,4.2,93.0,77.0,28.0,4.0,3.6,4.1,4.0,4.0,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Assistant,Melbourne,Alfred Health,62718,62000,63000,5001 to 10000 Employees,Hospital,Healthcare,1871.0,Healthcare Services & Hospitals,Unknown / Non-Applicable,4.2,93.0,77.0,28.0,4.0,3.6,4.1,4.0,4.0,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Mulgrave,Kmart,59785,56000,64000,10000+ Employees,Subsidiary or Business Segment,Retail & Wholesale,1899.0,General Merchandise & Superstores,$5 to $10 billion (USD),3.5,62.0,65.0,1842.0,3.1,2.9,3.3,3.1,3.5,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Graduate Research Fellow,Melbourne,CSIRO,89465,87000,92000,5001 to 10000 Employees,Government,Government & Public Administration,1926.0,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,58.0,145.0,3.4,3.4,3.5,3.0,4.1,Australia,Victoria,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Melbourne,CSIRO,89465,87000,92000,5001 to 10000 Employees,Government,Government & Public Administration,1926.0,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,58.0,145.0,3.4,3.4,3.5,3.0,4.1,Australia,Victoria,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Melbourne,CSIRO,89465,87000,92000,5001 to 10000 Employees,Government,Government & Public Administration,1926.0,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,58.0,145.0,3.4,3.4,3.5,3.0,4.1,Australia,Victoria,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC Analyst,Melbourne,Seqirus A CSL Company,109138,94000,126000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,2015.0,Biotech & Pharmaceuticals,Less than $1 million (USD),3.8,72.0,92.0,75.0,3.5,3.7,3.7,3.4,3.7,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC Analyst,Melbourne,Seqirus A CSL Company,109138,94000,126000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,2015.0,Biotech & Pharmaceuticals,Less than $1 million (USD),3.8,72.0,92.0,75.0,3.5,3.7,3.7,3.4,3.7,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Melbourne,Openpay Group,104757,93000,118000,201 to 500 Employees,Company - Public,Finance,2014.0,Banking & Lending,Unknown / Non-Applicable,3.7,71.0,76.0,6.0,3.3,3.6,3.6,3.4,3.7,Australia,Victoria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
QC Analyst,Melbourne,Seqirus A CSL Company,109138,94000,126000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,2015.0,Biotech & Pharmaceuticals,Less than $1 million (USD),3.8,72.0,92.0,75.0,3.5,3.7,3.7,3.4,3.7,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Melbourne,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Associate,Melbourne,"Medpace, Inc.",67053,59000,76000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,1992.0,Biotech & Pharmaceuticals,$100 to $500 million (USD),3.3,61.0,51.0,401.0,3.4,2.9,3.2,3.0,3.1,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Associate,Melbourne,"Medpace, Inc.",67053,59000,76000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,1992.0,Biotech & Pharmaceuticals,$100 to $500 million (USD),3.3,61.0,51.0,401.0,3.4,2.9,3.2,3.0,3.1,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Mulgrave,Kmart,59785,56000,64000,10000+ Employees,Subsidiary or Business Segment,Retail & Wholesale,1899.0,General Merchandise & Superstores,$5 to $10 billion (USD),3.5,62.0,65.0,1842.0,3.1,2.9,3.3,3.1,3.5,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,Mulgrave,Kmart,59785,56000,64000,10000+ Employees,Subsidiary or Business Segment,Retail & Wholesale,1899.0,General Merchandise & Superstores,$5 to $10 billion (USD),3.5,62.0,65.0,1842.0,3.1,2.9,3.3,3.1,3.5,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Translator,Southbank,Kraft Heinz Company,84514,82000,87000,10000+ Employees,Company - Public,Manufacturing,2015.0,Food & Beverage Manufacturing,$10+ billion (USD),3.4,59.0,71.0,702.0,3.5,3.7,3.1,2.9,2.8,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Mulgrave,Kmart,59785,56000,64000,10000+ Employees,Subsidiary or Business Segment,Retail & Wholesale,1899.0,General Merchandise & Superstores,$5 to $10 billion (USD),3.5,62.0,65.0,1842.0,3.1,2.9,3.3,3.1,3.5,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,Melbourne,Deloitte,89531,84000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Data Analyst,Melbourne,Openpay Group,104757,93000,118000,201 to 500 Employees,Company - Public,Finance,2014.0,Banking & Lending,Unknown / Non-Applicable,3.7,71.0,76.0,6.0,3.3,3.6,3.6,3.4,3.7,Australia,Victoria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Data Analyst,Melbourne,Openpay Group,104757,93000,118000,201 to 500 Employees,Company - Public,Finance,2014.0,Banking & Lending,Unknown / Non-Applicable,3.7,71.0,76.0,6.0,3.3,3.6,3.6,3.4,3.7,Australia,Victoria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Data Analyst,Melbourne,Openpay Group,104757,93000,118000,201 to 500 Employees,Company - Public,Finance,2014.0,Banking & Lending,Unknown / Non-Applicable,3.7,71.0,76.0,6.0,3.3,3.6,3.6,3.4,3.7,Australia,Victoria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Machine Learning Engineer,Melbourne,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Melbourne,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Melbourne,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Specialist,Melbourne,Tata Consultancy Services (TCS),105000,90000,120000,10000+ Employees,Company - Public,Information Technology,1968.0,Computer Hardware Development,$10+ billion (USD),3.9,76.0,87.0,30783.0,3.7,3.1,4.1,3.3,3.9,Australia,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Translator,Southbank,Kraft Heinz Company,84514,82000,87000,10000+ Employees,Company - Public,Manufacturing,2015.0,Food & Beverage Manufacturing,$10+ billion (USD),3.4,59.0,71.0,702.0,3.5,3.7,3.1,2.9,2.8,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Translator,Southbank,Kraft Heinz Company,84514,82000,87000,10000+ Employees,Company - Public,Manufacturing,2015.0,Food & Beverage Manufacturing,$10+ billion (USD),3.4,59.0,71.0,702.0,3.5,3.7,3.1,2.9,2.8,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Translator,Southbank,Kraft Heinz Company,84514,82000,87000,10000+ Employees,Company - Public,Manufacturing,2015.0,Food & Beverage Manufacturing,$10+ billion (USD),3.4,59.0,71.0,702.0,3.5,3.7,3.1,2.9,2.8,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,Deloitte,89531,84000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Data Scientist,Melbourne,Deloitte,89531,84000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Data Scientist,Melbourne,Deloitte,89531,84000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Data Specialist,Melbourne,Tata Consultancy Services (TCS),105000,90000,120000,10000+ Employees,Company - Public,Information Technology,1968.0,Computer Hardware Development,$10+ billion (USD),3.9,76.0,87.0,30783.0,3.7,3.1,4.1,3.3,3.9,Australia,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Specialist,Melbourne,Tata Consultancy Services (TCS),105000,90000,120000,10000+ Employees,Company - Public,Information Technology,1968.0,Computer Hardware Development,$10+ billion (USD),3.9,76.0,87.0,30783.0,3.7,3.1,4.1,3.3,3.9,Australia,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyst,Melbourne,ANZ Banking Group,95917,80000,115000,10000+ Employees,Company - Public,Finance,1835.0,Banking & Lending,Unknown / Non-Applicable,4.1,85.0,86.0,1596.0,3.9,3.7,4.1,3.7,4.0,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Scientist,Melbourne,ANZ Banking Group,115631,94000,143000,10000+ Employees,Company - Public,Finance,1835.0,Banking & Lending,Unknown / Non-Applicable,4.1,85.0,86.0,1596.0,3.9,3.7,4.1,3.7,4.0,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC Analyst,Melbourne,Seqirus A CSL Company,109138,94000,126000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,2015.0,Biotech & Pharmaceuticals,Less than $1 million (USD),3.8,72.0,92.0,75.0,3.5,3.7,3.7,3.4,3.7,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Assistant,Melbourne,Alfred Health,62718,62000,63000,5001 to 10000 Employees,Hospital,Healthcare,1871.0,Healthcare Services & Hospitals,Unknown / Non-Applicable,4.2,93.0,77.0,28.0,4.0,3.6,4.1,4.0,4.0,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Associate,Melbourne,"Medpace, Inc.",67053,59000,76000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,1992.0,Biotech & Pharmaceuticals,$100 to $500 million (USD),3.3,61.0,51.0,401.0,3.4,2.9,3.2,3.0,3.1,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC Analyst,Melbourne,Seqirus A CSL Company,109138,94000,126000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,2015.0,Biotech & Pharmaceuticals,Less than $1 million (USD),3.8,72.0,92.0,75.0,3.5,3.7,3.7,3.4,3.7,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Mulgrave,Kmart,59785,56000,64000,10000+ Employees,Subsidiary or Business Segment,Retail & Wholesale,1899.0,General Merchandise & Superstores,$5 to $10 billion (USD),3.5,62.0,65.0,1842.0,3.1,2.9,3.3,3.1,3.5,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clinical Research Associate,Melbourne,"Medpace, Inc.",67053,59000,76000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,1992.0,Biotech & Pharmaceuticals,$100 to $500 million (USD),3.3,61.0,51.0,401.0,3.4,2.9,3.2,3.0,3.1,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Melbourne,Openpay Group,104757,93000,118000,201 to 500 Employees,Company - Public,Finance,2014.0,Banking & Lending,Unknown / Non-Applicable,3.7,71.0,76.0,6.0,3.3,3.6,3.6,3.4,3.7,Australia,Victoria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Data Analyst,Mulgrave,Kmart,59785,56000,64000,10000+ Employees,Subsidiary or Business Segment,Retail & Wholesale,1899.0,General Merchandise & Superstores,$5 to $10 billion (USD),3.5,62.0,65.0,1842.0,3.1,2.9,3.3,3.1,3.5,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Machine Learning Engineer,Melbourne,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Melbourne,Openpay Group,104757,93000,118000,201 to 500 Employees,Company - Public,Finance,2014.0,Banking & Lending,Unknown / Non-Applicable,3.7,71.0,76.0,6.0,3.3,3.6,3.6,3.4,3.7,Australia,Victoria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Translator,Southbank,Kraft Heinz Company,84514,82000,87000,10000+ Employees,Company - Public,Manufacturing,2015.0,Food & Beverage Manufacturing,$10+ billion (USD),3.4,59.0,71.0,702.0,3.5,3.7,3.1,2.9,2.8,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Melbourne,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,Deloitte,89531,84000,95000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Data Specialist,Melbourne,Tata Consultancy Services (TCS),105000,90000,120000,10000+ Employees,Company - Public,Information Technology,1968.0,Computer Hardware Development,$10+ billion (USD),3.9,76.0,87.0,30783.0,3.7,3.1,4.1,3.3,3.9,Australia,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC Analyst,Melbourne,Seqirus,109138,94000,126000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,2015.0,Biotech & Pharmaceuticals,Less than $1 million (USD),3.8,72.0,92.0,75.0,3.5,3.7,3.7,3.4,3.7,Australia,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Australia,Indeed,183000,149000,217000,5001 to 10000 Employees,Company - Private,Information Technology,2004.0,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,94.0,1020.0,4.1,4.3,4.5,4.1,4.5,Australia,New South Wales,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Australia,Indeed,183000,149000,217000,5001 to 10000 Employees,Company - Private,Information Technology,2004.0,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,94.0,1020.0,4.1,4.3,4.5,4.1,4.5,Australia,New South Wales,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Engineer,Sydney,Commonwealth Bank,144914,120000,175000,10000+ Employees,Company - Public,Finance,1911.0,Banking & Lending,$5 to $10 billion (USD),4.1,85.0,90.0,1603.0,4.0,3.8,4.1,3.7,4.0,Australia,New South Wales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Center Technician,Sydney,IBM,74174,69000,80000,10000+ Employees,Company - Public,Information Technology,1911.0,Information Technology Support Services,$10+ billion (USD),4.1,84.0,85.0,9121.0,4.0,3.5,4.1,3.6,4.1,Australia,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Sydney,VGW,149287,134000,167000,501 to 1000 Employees,Company - Private,Information Technology,2010.0,Internet & Web Services,Unknown / Non-Applicable,4.0,77.0,93.0,80.0,3.9,3.9,4.1,3.8,4.2,Australia,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Technical Fellow, Job Seeker",Australia,Indeed,295000,241000,349000,5001 to 10000 Employees,Company - Private,Information Technology,2004.0,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,94.0,1020.0,4.1,4.3,4.5,4.1,4.5,Australia,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Sydney,Commonwealth Bank,102762,88000,120000,10000+ Employees,Company - Public,Finance,1911.0,Banking & Lending,$5 to $10 billion (USD),4.1,85.0,90.0,1603.0,4.0,3.8,4.1,3.7,4.0,Australia,New South Wales,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Machine Learning Engineer,Sydney,Deloitte,99800,80000,125000,10000+ Employees,Company - Private,Finance,1850.0,Accounting & Tax,$10+ billion (USD),4.0,82.0,87.0,10725.0,4.1,3.6,4.0,3.7,3.2,Australia,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Product Manager,Sydney,Indeed,209000,171000,247000,5001 to 10000 Employees,Company - Private,Information Technology,2004.0,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,94.0,1020.0,4.1,4.3,4.5,4.1,4.5,Australia,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Software Engineer,Australia,Indeed,212000,173000,251000,5001 to 10000 Employees,Company - Private,Information Technology,2004.0,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,94.0,1020.0,4.1,4.3,4.5,4.1,4.5,Australia,New South Wales,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
